SUM of TEUs,,Type,,,,
Month of Date,Port,Export_Empty,Export_Loaded,Import_Empty,Import_Loaded,Total_TEU
October 2023 Total,,"1,119,972.25","837,126.50","60,422.00","1,953,874.80","3,971,395.55"
November 2023,"Charleston, SC","41,323.00","59,397.00","2,478.00","98,115.00","201,313.00"
,"Houston, TX","35,239.00","116,396.00","8,356.00","137,631.00","297,622.00"
,"Long Beach, CA","251,833.00","108,798.00","15,064.00","355,339.00","731,034.00"
,"Los Angeles, CA","266,747.25","111,754.75",140.90,"384,618.85","763,261.75"
,"NWSA (Seattle & Tacoma, WA)","32,597.00","51,537.00","9,319.00","87,295.00","180,748.00"
,"Oakland, CA","19,613.00","61,390.00","14,118.00","71,258.00","166,379.00"
,Port of NY & NJ,"205,633.00","111,743.00","2,504.00","324,559.00","644,439.00"
,"Port of Virginia, VA","44,485.00","101,627.75","1,474.00","128,418.50","276,005.25"
,"Savannah, GA","94,125.00","107,623.00","4,341.00","211,056.00","417,145.00"
November 2023 Total,,"991,595.25","830,266.50","57,794.90","1,798,290.35","3,677,947.00"
December 2023,"Charleston, SC","45,752.00","58,544.00","1,643.00","103,556.00","209,495.00"
,"Houston, TX","39,588.00","119,970.00","14,814.00","160,648.00","335,020.00"
,"Long Beach, CA","257,166.00","103,688.00","15,637.00","333,329.00","709,820.00"
,"Los Angeles, CA","256,092.25","121,574.75",191.00,"364,661.00","742,519.00"
,"NWSA (Seattle & Tacoma, WA)","41,370.00","67,622.00","9,016.00","88,101.00","206,109.00"
,"Oakland, CA","21,655.00","65,801.00","12,210.00","76,347.00","176,013.00"
,Port of NY & NJ,"200,746.00","104,278.00","2,489.00","326,412.00","633,925.00"
,"Port of Virginia, VA","49,891.00","91,758.00","4,828.00","121,629.75","268,106.75"
,"Savannah, GA","98,382.00","113,197.00","2,326.00","208,382.00","422,287.00"
December 2023 Total,,"1,010,642.25","846,432.75","63,154.00","1,783,065.75","3,703,294.75"
January 2024,"Charleston, SC","44,556.00","60,962.00","3,255.00","99,765.00","208,538.00"
,"Houston, TX","38,543.00","124,137.00","15,788.00","154,493.00","332,961.00"
,"Long Beach, CA","249,169.00","86,525.00","12,982.00","325,339.00","674,015.00"
,"Los Angeles, CA","287,156.50","126,553.75",179.00,"441,763.05","855,652.30"
,"NWSA (Seattle & Tacoma, WA)","34,547.00","46,215.00","4,096.00","80,410.00","165,268.00"
,"Oakland, CA","28,694.00","62,596.00","17,117.00","72,081.00","180,488.00"
,Port of NY & NJ,"217,878.00","104,724.00","1,954.00","342,790.00","667,346.00"
,"Port of Virginia, VA","50,524.00","94,376.00","2,589.00","129,204.00","276,693.00"
,"Savannah, GA","103,229.00","104,685.00","1,042.00","219,079.00","428,035.00"
January 2024 Total,,"1,054,296.50","810,773.75","59,002.00","1,864,924.05","3,788,996.30"
February 2024,"Charleston, SC","37,198.00","59,639.00","1,394.00","104,118.00","202,349.00"
,"Houston, TX","45,198.00","145,766.00","18,152.00","166,849.00","375,965.00"
,"Long Beach, CA","244,470.00","87,474.00","12,930.00","329,850.00","674,724.00"
,"Los Angeles, CA","239,776.50","132,754.50",139.00,"408,764.10","781,434.10"
,"NWSA (Seattle & Tacoma, WA)","38,933.00","50,150.00","4,285.00","81,823.00","175,191.00"
,"Oakland, CA","23,633.00","69,242.00","13,142.00","76,734.00","182,751.00"
,Port of NY & NJ,"196,213.00","101,636.00","2,365.00","332,241.00","632,455.00"
,"Port of Virginia, VA","46,877.00","99,969.00","4,091.00","130,965.00","281,902.00"
,"Savannah, GA","107,904.00","121,933.00","2,839.00","218,997.00","451,673.00"
February 2024 Total,,"980,202.50","868,563.50","59,337.00","1,850,341.10","3,758,444.10"
March 2024,"Charleston, SC","47,511.00","60,319.00","1,343.00","107,237.00","216,410.00"
,"Houston, TX","47,867.00","134,221.00","14,269.00","164,634.00","360,991.00"
,"Long Beach, CA","230,750.00","105,099.00","15,714.00","302,521.00","654,084.00"
,"Los Angeles, CA","218,139.25","144,717.80","1,018.45","379,541.55","743,417.05"
,"NWSA (Seattle & Tacoma, WA)","30,647.00","59,842.00","12,379.00","92,787.00","195,655.00"
,"Oakland, CA","23,728.00","75,352.00","20,254.00","83,483.00","202,817.00"
,Port of NY & NJ,"228,312.00","117,893.00","2,143.00","353,300.00","701,648.00"
,"Port of Virginia, VA","51,383.00","101,170.00","4,203.00","134,944.00","291,700.00"
,"Savannah, GA","92,167.00","127,997.00","4,801.00","211,033.00","435,998.00"
March 2024 Total,,"970,504.25","926,610.80","76,124.45","1,829,480.55","3,802,720.05"
April 2024,"Charleston, SC","47,424.00","59,220.00","1,538.00","106,877.00","215,059.00"
,"Houston, TX","44,109.00","119,302.00","13,856.00","146,910.00","324,177.00"
,"Long Beach, CA","274,223.00","98,266.00","13,270.00","364,665.00","750,424.00"
,"Los Angeles, CA","220,109.00","133,046.25",253.00,"416,928.85","770,337.10"
,"NWSA (Seattle & Tacoma, WA)","37,860.00","54,489.00","7,275.00","96,852.00","196,476.00"
,"Oakland, CA","29,375.00","67,566.00","16,357.00","75,335.00","188,633.00"
,Port of NY & NJ,"235,500.00","121,847.00","2,330.00","349,792.00","709,469.00"
,"Port of Virginia, VA","61,355.00","104,073.00","5,383.00","146,779.00","317,590.00"
,"Savannah, GA","99,091.00","122,514.00","7,485.00","211,881.00","440,971.00"
April 2024 Total,,"1,049,046.00","880,323.25","67,747.00","1,916,019.85","3,913,136.10"
May 2024,"Charleston, SC","37,362.00","48,965.00","2,575.00","91,204.00","180,106.00"
,"Houston, TX","52,147.00","131,690.00","16,457.00","164,572.00","364,866.00"
,"Long Beach, CA","310,542.00","98,300.00","13,906.00","419,698.00","842,446.00"
,"Los Angeles, CA","235,800.00","125,962.75",467.85,"390,662.70","752,893.30"
,"NWSA (Seattle & Tacoma, WA)","48,778.00","51,607.00","10,074.00","103,556.00","214,015.00"
,"Oakland, CA","33,389.75","61,930.50","12,680.75","80,035.25","188,036.25"
,Port of NY & NJ,"250,070.00","124,801.00","2,054.00","413,833.00","790,758.00"
,"Port of Virginia, VA","71,788.00","98,687.00","4,506.00","153,701.00","328,682.00"
,"Savannah, GA","129,032.00","120,664.00","6,961.00","233,675.00","490,332.00"
May 2024 Total,,"1,168,908.75","862,607.25","69,681.60","2,050,936.95","4,152,134.55"
June 2024,"Charleston, SC","48,017.00","62,377.00","1,839.00","105,883.00","218,116.00"
,"Houston, TX","59,447.00","114,728.00","11,204.00","153,778.00","339,157.00"
,"Long Beach, CA","310,542.00","98,300.00","13,906.00","419,698.00","842,446.00"
,"Los Angeles, CA","275,944.25","122,515.00",545.00,"428,752.80","827,757.05"
,"NWSA (Seattle & Tacoma, WA)","57,649.00","51,656.00","6,261.00","129,789.00","245,355.00"
,"Oakland, CA","32,244.00","66,540.00","10,237.00","84,040.25","193,061.25"
,Port of NY & NJ,"228,575.00","112,663.00","1,640.00","366,099.00","708,977.00"
,"Port of Virginia, VA","68,770.00","95,262.00","6,952.00","124,991.00","295,975.00"
,"Savannah, GA","101,232.00","120,366.00","5,544.00","226,987.00","454,129.00"
June 2024 Total,,"1,182,420.25","844,407.00","58,128.00","2,040,018.05","4,124,973.30"
July 2024,"Charleston, SC","56,512.00","51,729.00","1,733.00","114,434.00","224,408.00"
,"Houston, TX","42,378.00","112,607.00","12,727.00","157,565.00","325,277.00"
,"Long Beach, CA","325,503.00","104,834.00","16,959.00","435,081.00","882,377.00"
,"Los Angeles, CA","323,072.25","114,888.75",358.45,"501,280.90","939,600.35"
,"NWSA (Seattle & Tacoma, WA)","53,779.00","36,940.00","3,452.00","110,304.00","204,475.00"
,"Oakland, CA","34,342.75","59,362.00","10,627.25","80,134.75","184,466.75"
,Port of NY & NJ,"269,026.00","112,175.00","2,602.00","422,212.00","806,015.00"
,"Port of Virginia, VA","63,295.00","92,564.00","4,827.00","146,926.00","307,612.00"
,"Savannah, GA","126,311.00","113,878.00","3,638.00","245,289.00","489,116.00"
July 2024 Total,,"1,294,219.00","798,977.75","56,923.70","2,213,226.65","4,363,347.10"
August 2024,"Charleston, SC","46,916.00","52,025.00","1,015.00","99,078.00","199,034.00"
,"Houston, TX","57,029.00","131,241.00","16,172.00","163,211.00","367,653.00"
,"Long Beach, CA","338,750.00","104,646.00","13,610.00","456,868.00","913,874.00"
,"Los Angeles, CA","328,154.00","121,743.75","1,336.60","509,362.70","960,597.05"
,"NWSA (Seattle & Tacoma, WA)","68,265.00","51,427.00","3,289.00","123,652.00","246,633.00"
,"Oakland, CA","38,507.00","59,362.00","11,823.00","83,272.00","192,964.00"
,Port of NY & NJ,"276,222.00","116,628.00","2,354.00","395,555.00","790,759.00"
,"Port of Virginia, VA","62,271.00","93,663.00","4,845.00","139,127.00","299,906.00"
,"Savannah, GA","122,919.00","117,828.00","4,989.00","244,306.00","490,042.00"
August 2024 Total,,"1,339,033.00","848,563.75","59,433.60","2,214,431.70","4,461,462.05"
September 2024,"Charleston, SC","46,735.00","53,368.00","3,139.00","111,317.00","214,559.00"
,"Houston, TX","40,983.00","114,299.00","11,842.00","162,338.00","329,462.00"
,"Long Beach, CA","310,829.00","88,289.00","13,382.00","416,999.00","829,499.00"
,"Los Angeles, CA","340,117.25","114,702.25","2,083.85","497,803.05","954,706.40"
,"NWSA (Seattle & Tacoma, WA)","69,330.00","57,275.00","2,002.00","135,841.00","264,448.00"
,"Oakland, CA","35,337.00","61,466.00","12,692.00","82,180.00","191,675.00"
,Port of NY & NJ,"277,247.00","118,632.00","2,069.00","381,383.00","779,331.00"
,"Port of Virginia, VA","63,987.00","95,478.00","2,584.00","145,548.00","307,597.00"
,"Savannah, GA","109,634.00","101,728.00","4,726.00","234,629.00","450,717.00"
September 2024 Total,,"1,294,199.25","805,237.25","54,519.85","2,168,038.05","4,321,994.40"
October 2024,"Charleston, SC","59,268.00","45,488.00",794.00,"103,558.00","209,108.00"
,"Houston, TX","49,971.00","99,013.00","7,760.00","152,879.00","309,623.00"
,"Long Beach, CA","372,136.00","112,845.00","14,646.00","487,563.00","987,190.00"
,"Los Angeles, CA","319,057.50","122,715.75",512.25,"462,740.25","905,025.75"
,"NWSA (Seattle & Tacoma, WA)","58,035.00","47,547.00","3,040.00","107,395.00","216,017.00"
,"Oakland, CA","29,749.50","66,648.50","15,681.50","81,497.50","193,577.00"
,Port of NY & NJ,"235,521.00","87,407.00","1,150.00","380,193.00","704,271.00"
,"Port of Virginia, VA","56,341.00","66,115.00","4,061.00","125,941.00","252,458.00"
,"Savannah, GA","151,092.00","99,361.00","3,040.00","240,768.00","494,261.00"
October 2024 Total,,"1,331,171.00","747,140.25","50,684.75","2,142,534.75","4,271,530.75"
November 2024,"Charleston, SC","50,698.00","52,663.00","3,400.00","104,682.00","211,443.00"
,"Houston, TX","56,184.00","135,299.00","14,475.00","163,403.00","369,361.00"
,"Long Beach, CA","316,944.00","119,083.00","15,306.00","432,823.00","884,156.00"
,"Los Angeles, CA","301,794.50","124,117.00",238.85,"458,164.70","884,315.05"
,"NWSA (Seattle & Tacoma, WA)","59,965.00","63,964.00","7,865.00","108,434.00","240,228.00"
,"Oakland, CA","22,495.00","66,618.50","12,027.75","80,580.00","181,721.25"
,Port of NY & NJ,"241,930.00","123,530.00","1,483.00","353,206.00","720,149.00"
,"Port of Virginia, VA","53,773.00","100,531.00","4,905.00","119,731.00","278,940.00"
,"Savannah, GA","129,657.00","116,004.00","2,999.00","229,488.00","478,148.00"
November 2024 Total,,"1,233,440.50","901,809.50","62,699.60","2,050,511.70","4,248,461.30"
December 2024,"Charleston, SC","49,678.00","48,743.00","2,027.00","97,570.00","198,018.00"
,"Houston, TX","36,494.00","135,446.00","19,082.00","149,396.00","340,418.00"
,"Long Beach, CA","332,855.00","100,792.00","14,483.00","412,876.00","861,006.00"
,"Los Angeles, CA","349,820.50","110,483.75",397.00,"460,915.50","921,616.75"
,"NWSA (Seattle & Tacoma, WA)","54,573.00","65,396.00","8,174.00","118,356.00","246,499.00"
,"Oakland, CA","27,500.75","59,535.25","10,740.75","84,869.50","182,646.25"
,Port of NY & NJ,"225,928.00","112,485.00","1,409.00","348,536.00","688,358.00"
,"Port of Virginia, VA","51,241.00","97,072.00","6,840.00","129,308.00","284,461.00"
,"Savannah, GA","105,273.00","109,931.00","3,439.00","223,497.00","442,140.00"
December 2024 Total,,"1,233,363.25","839,884.00","66,591.75","2,025,324.00","4,165,163.00"
January 2025,"Charleston, SC","52,214.00","46,381.00","4,474.00","98,774.00","201,843.00"
,"Houston, TX","47,165.00","122,931.00","16,186.00","170,125.00","356,407.00"
,"Long Beach, CA","369,205.00","98,655.00","13,225.00","471,649.00","952,734.00"
,"Los Angeles, CA","326,999.00","113,270.75",144.00,"483,831.25","924,245.00"
,"NWSA (Seattle & Tacoma, WA)","51,080.00","48,312.00","8,573.00","108,343.00","216,308.00"
,"Oakland, CA","34,363.00","64,735.00","12,625.00","81,453.00","193,176.00"
,Port of NY & NJ,"241,751.00","98,706.00","1,658.00","378,168.00","720,283.00"
,"Port of Virginia, VA","56,732.00","83,950.00","6,166.00","121,770.00","268,618.00"
,"Savannah, GA","112,345.00","96,853.00","2,618.00","206,405.00","418,221.00"
January 2025 Total,,"1,291,854.00","773,793.75","65,669.00","2,120,518.25","4,251,835.00"
February 2025,"Charleston, SC","56,883.00","53,205.00","2,958.00","112,487.00","225,533.00"
,"Houston, TX","37,955.00","122,740.00","22,068.00","142,661.00","325,424.00"
,"Long Beach, CA","292,293.00","90,026.00","14,397.00","368,669.00","765,385.00"
,"Los Angeles, CA","278,972.50","109,156.25",33.00,"413,236.25","801,398.00"
,"NWSA (Seattle & Tacoma, WA)","51,521.00","46,267.00","4,231.00","104,652.00","206,671.00"
,"Oakland, CA","30,343.00","65,522.00","14,490.00","80,582.00","190,937.00"
,Port of NY & NJ,"233,839.00","107,335.00","1,148.00","356,426.00","698,748.00"
,"Port of Virginia, VA","43,524.00","82,660.00","6,056.00","112,357.00","244,597.00"
,"Savannah, GA","113,762.00","126,924.00","3,190.00","235,971.00","479,847.00"
February 2025 Total,,"1,139,092.50","803,835.25","68,571.00","1,927,041.25","3,938,540.00"
March 2025,"Charleston, SC","64,613.00","59,978.00","2,742.00","113,524.00","240,857.00"
,"Houston, TX","44,346.00","152,857.00","21,802.00","167,859.00","386,864.00"
,"Long Beach, CA","315,619.00","104,063.00","17,213.00","380,562.00","817,457.00"
,"Los Angeles, CA","268,838.20","122,974.75","1,062.25","385,530.50","778,405.70"
,"NWSA (Seattle & Tacoma, WA)","65,417.00","61,575.00","5,913.00","109,900.00","242,805.00"
,"Oakland, CA","34,823.00","76,157.00","18,540.00","87,896.00","217,416.00"
,Port of NY & NJ,"265,493.00","134,966.00","1,482.00","381,017.00","782,958.00"
,"Port of Virginia, VA","54,752.00","102,448.00","4,893.00","138,648.00","300,741.00"
,"Savannah, GA","118,901.00","142,612.00","6,545.00","265,937.00","533,995.00"
March 2025 Total,,"1,232,802.20","957,630.75","80,192.25","2,030,873.50","4,301,498.70"
April 2025,"Charleston, SC","63,857.00","46,527.00","2,155.00","103,265.00","215,804.00"
,"Houston, TX","52,446.00","138,810.00","18,489.00","177,733.00","387,478.00"
,"Long Beach, CA","336,456.00","93,842.00","17,368.00","419,828.00","867,494.00"
,"Los Angeles, CA","274,528.50","128,394.00",654.15,"439,230.00","842,806.65"
,"NWSA (Seattle & Tacoma, WA)","50,345.00","53,558.00","4,111.00","105,370.00","213,384.00"
,"Oakland, CA","27,373.50","64,723.25","14,437.50","78,964.50","185,498.75"
,Port of NY & NJ,"241,289.00","121,770.00","1,408.00","386,727.00","751,194.00"
,"Port of Virginia, VA","61,405.75","94,395.50","3,006.00","135,596.00","294,403.25"
,"Savannah, GA","132,981.00","126,880.00","3,017.00","252,631.00","515,509.00"
April 2025 Total,,"1,240,681.75","868,899.75","64,645.65","2,099,344.50","4,273,571.65"
May 2025,"Charleston, SC","55,208.00","53,796.00","1,824.00","108,428.00","219,256.00"
,"Houston, TX","64,377.00","132,900.00","18,358.00","166,005.00","381,640.00"
,"Long Beach, CA","242,471.00","82,149.00","15,424.00","299,116.00","639,160.00"
,"Los Angeles, CA","240,058.75","120,196.00",413.60,"355,950.25","716,618.60"
,"NWSA (Seattle & Tacoma, WA)","46,735.00","46,086.00","9,134.00","81,642.00","183,597.00"
,"Oakland, CA","26,779.00","67,327.00","13,960.00","79,323.00","187,389.00"
,Port of NY & NJ,"261,200.00","129,565.00","1,716.00","382,217.00","774,698.00"
,"Port of Virginia, VA","57,751.00","93,406.00","2,311.00","134,724.00","288,192.00"
,"Savannah, GA","138,142.00","119,873.00","4,791.00","238,090.00","500,896.00"
May 2025 Total,,"1,132,721.75","845,298.00","67,931.60","1,845,495.25","3,891,446.60"
June 2025,"Charleston, SC","52,054.00","56,849.00",950.00,"97,054.00","206,907.00"
,"Houston, TX","36,625.00","133,040.00","22,746.00","139,453.00","331,864.00"
,"Long Beach, CA","254,997.00","87,627.00","13,098.00","348,681.00","704,403.00"
,"Los Angeles, CA","295,597.75","126,144.25",148.00,"470,449.75","892,339.75"
,"NWSA (Seattle & Tacoma, WA)","51,847.00","47,293.00","7,925.00","94,364.00","201,429.00"
,"Oakland, CA","28,133.00","59,592.50","10,399.75","70,334.25","168,459.50"
,Port of NY & NJ,"218,791.00","120,223.00","1,545.00","347,112.00","687,671.00"
,"Port of Virginia, VA","46,191.00","83,619.00","2,319.00","112,308.00","244,437.00"
,"Savannah, GA","98,135.00","115,496.00","4,872.00","191,898.00","410,401.00"
June 2025 Total,,"1,082,370.75","829,883.75","64,002.75","1,871,654.00","3,847,911.25"
July 2025,"Charleston, SC","56,422.00","49,390.00","1,495.00","105,870.00","213,177.00"
,"Houston, TX","48,759.00","133,137.00","23,566.00","187,367.00","392,829.00"
,"Long Beach, CA","371,350.00","91,328.00","13,474.00","468,081.00","944,233.00"
,"Los Angeles, CA","354,099.50","121,507.00",503.00,"543,727.80","1,019,837.30"
,"NWSA (Seattle & Tacoma, WA)","33,913.00","44,303.00","8,312.00","97,683.00","184,211.00"
,"Oakland, CA","33,367.00","65,595.00","11,793.00","92,392.00","203,147.00"
,Port of NY & NJ,"250,910.00","121,999.00","1,228.00","420,131.00","794,268.00"
,"Port of Virginia, VA","47,612.00","81,132.00","1,842.00","128,652.00","259,238.00"
,"Savannah, GA","126,691.00","106,741.00","3,673.00","239,584.00","476,689.00"
July 2025 Total,,"1,323,123.50","815,132.00","65,886.00","2,283,487.80","4,487,629.30"
August 2025,"Charleston, SC","63,676.00","52,564.00","3,213.00","110,697.00","230,150.00"
,"Houston, TX","44,450.00","138,351.00","17,998.00","169,631.00","370,430.00"
,"Long Beach, CA","350,560.00","95,960.00","15,007.00","440,318.00","901,845.00"
,"Los Angeles, CA","326,005.50","127,378.75",456.65,"504,514.25","958,355.15"
,"NWSA (Seattle & Tacoma, WA)","50,707.00","42,098.00","2,495.00","93,003.00","188,303.00"
,"Oakland, CA","36,423.00","62,477.00","11,169.00","82,245.00","192,314.00"
,Port of NY & NJ,"290,356.00","127,552.00","1,928.00","416,009.00","835,845.00"
,"Port of Virginia, VA","63,242.00","85,360.00","2,740.00","140,055.00","291,397.00"
,"Savannah, GA","154,276.00","112,548.00","5,164.00","262,050.00","534,038.00"
August 2025 Total,,"1,379,695.50","844,288.75","60,170.65","2,218,522.25","4,502,677.15"
September 2025,"Charleston, SC","60,772.00","48,513.00",713.00,"102,366.00","212,364.00"
,"Houston, TX","42,782.00","129,067.00","15,284.00","150,526.00","337,659.00"
,"Long Beach, CA","308,982.00","85,081.00","15,390.00","388,084.00","797,537.00"
,"Los Angeles, CA","308,040.50","114,693.00",276.00,"460,043.75","883,053.25"
,"NWSA (Seattle & Tacoma, WA)","52,152.00","56,605.00","6,264.00","105,932.00","220,953.00"
,"Oakland, CA","31,873.00","60,123.00","11,229.00","75,716.25","178,941.25"
,Port of NY & NJ,"254,235.00","120,796.00","1,433.00","363,790.00","740,254.00"
,"Port of Virginia, VA","49,840.00","82,709.00","2,419.00","128,630.00","263,598.00"
,"Savannah, GA","127,427.00","115,719.00","3,250.00","239,596.00","485,992.00"
September 2025 Total,,"1,236,103.50","813,306.00","56,258.00","2,014,684.00","4,120,351.50"
October 2025,"Charleston, SC","50,764.00","53,884.00",887.00,"101,324.00","206,859.00"
,"Houston, TX","39,284.00","140,469.00","21,572.00","164,448.00","365,773.00"
,"Long Beach, CA","322,615.00","99,817.00","15,326.00","401,915.00","839,673.00"
,"Los Angeles, CA","295,359.25","123,764.25",21.00,"429,279.75","848,424.25"
,"NWSA (Seattle & Tacoma, WA)","39,511.00","50,133.00","7,619.00","80,323.00","177,586.00"
,"Oakland, CA","20,454.00","66,195.00","14,035.00","82,195.00","182,879.00"
,Port of NY & NJ,"229,638.00","126,644.00","2,338.00","368,439.00","727,059.00"
,"Port of Virginia, VA","52,907.00","90,564.00","1,931.00","123,727.00","269,129.00"
,"Savannah, GA","113,500.00","116,769.00","3,138.00","219,528.00","452,935.00"
October 2025 Total,,"1,164,032.25","868,239.25","66,867.00","1,971,178.75","4,070,317.25"
November 2025,"Charleston, SC",993.00,"51,124.00","50,611.00","95,214.00","197,942.00"
,"Houston, TX","29,472.00","132,576.00","29,801.00","143,426.00","335,275.00"
,"Long Beach, CA","289,812.00","110,122.00","17,122.00","400,505.00","817,561.00"
,"Los Angeles, CA","262,052.25","113,706.25",69.50,"406,421.00","782,249.00"
,"NWSA (Seattle & Tacoma, WA)","44,972.00","53,186.00","9,108.00","87,393.00","194,659.00"
,"Oakland, CA","19,927.00","68,824.00","12,398.00","73,092.00","174,241.00"
,Port of NY & NJ,"219,493.00","126,838.00","1,735.00","382,286.00","730,352.00"
,"Port of Virginia, VA","32,098.00","94,307.00","1,577.00","121,736.00","249,718.00"
,"Savannah, GA","105,317.00","112,132.00","3,109.00","222,775.00","443,333.00"
November 2025 Total,,"1,004,136.25","862,815.25","125,530.50","1,932,848.00","3,925,330.00"
December 2025,"Houston, TX","34,778.00","131,746.00","16,809.00","148,369.00","331,702.00"
,"Long Beach, CA","325,506.00","102,443.00","14,016.00","392,153.00","834,118.00"
,"Los Angeles, CA","259,002.25","108,074.75",12.00,"424,498.75","791,587.75"
,"NWSA (Seattle & Tacoma, WA)","36,952.00","55,711.00","7,570.00","88,398.00","188,631.00"
,"Oakland, CA","24,863.00","66,019.00","14,667.00","74,031.00","179,580.00"
,"Port of Virginia, VA","50,635.00","85,160.00","2,176.00","127,602.00","265,573.00"
,"Savannah, GA","104,340.00","110,419.00","3,116.00","221,755.00","439,630.00"
December 2025 Total,,"836,076.25","659,572.75","58,366.00","1,476,806.75","3,030,821.75"
Grand Total,,"90,804,230.05","70,656,359.25","5,723,312.95","159,586,618.35","326,770,520.60"
February 2024,"Export, Loaded","Houston, TX",145766,,,
March 2024,"Export, Loaded","Houston, TX",134221,,,
April 2024,"Export, Loaded","Houston, TX",119302,,,
May 2024,"Export, Loaded","Houston, TX",131690,,,
June 2024,"Export, Loaded","Houston, TX",114728,,,
July 2024,"Export, Loaded","Houston, TX",112607,,,
August 2024,"Export, Loaded","Houston, TX",131241,,,
September 2024,"Export, Loaded","Houston, TX",114299,,,
October 2024,"Export, Loaded","Houston, TX",99013,,,
November 2024,"Export, Loaded","Houston, TX",135299,,,
December 2024,"Export, Loaded","Houston, TX",135446,,,
January 2025,"Export, Loaded","Houston, TX",122931,,,
February 2025,"Export, Loaded","Houston, TX",122740,,,
March 2025,"Export, Loaded","Houston, TX",152857,,,
April 2025,"Export, Loaded","Houston, TX",138810,,,
May 2025,"Export, Loaded","Houston, TX",132900,,,
January 2019,"Export, Loaded","Long Beach, CA",117288,,,
February 2019,"Export, Loaded","Long Beach, CA",105287,,,
March 2019,"Export, Loaded","Long Beach, CA",131436,,,
April 2019,"Export, Loaded","Long Beach, CA",123804,,,
May 2019,"Export, Loaded","Long Beach, CA",120577,,,
June 2019,"Export, Loaded","Long Beach, CA",133833,,,
July 2019,"Export, Loaded","Long Beach, CA",111654,,,
August 2019,"Export, Loaded","Long Beach, CA",124975,,,
September 2019,"Export, Loaded","Long Beach, CA",123215,,,
October 2019,"Export, Loaded","Long Beach, CA",131635,,,
November 2019,"Export, Loaded","Long Beach, CA",123705,,,
December 2019,"Export, Loaded","Long Beach, CA",125395,,,
January 2020,"Export, Loaded","Long Beach, CA",108624,,,
February 2020,"Export, Loaded","Long Beach, CA",125559,,,
March 2020,"Export, Loaded","Long Beach, CA",145442,,,
April 2020,"Export, Loaded","Long Beach, CA",102502,,,
May 2020,"Export, Loaded","Long Beach, CA",134556,,,
June 2020,"Export, Loaded","Long Beach, CA",117538,,,
July 2020,"Export, Loaded","Long Beach, CA",138602,,,
August 2020,"Export, Loaded","Long Beach, CA",126177,,,
September 2020,"Export, Loaded","Long Beach, CA",112556,,,
October 2020,"Export, Loaded","Long Beach, CA",114679,,,
November 2020,"Export, Loaded","Long Beach, CA",117283,,,
December 2020,"Export, Loaded","Long Beach, CA",132374,,,
January 2021,"Export, Loaded","Long Beach, CA",116254,,,
February 2021,"Export, Loaded","Long Beach, CA",119416,,,
March 2021,"Export, Loaded","Long Beach, CA",139710,,,
April 2021,"Export, Loaded","Long Beach, CA",124069,,,
May 2021,"Export, Loaded","Long Beach, CA",135345,,,
June 2021,"Export, Loaded","Long Beach, CA",116947,,,
July 2021,"Export, Loaded","Long Beach, CA",109951,,,
August 2021,"Export, Loaded","Long Beach, CA",119485,,,
September 2021,"Export, Loaded","Long Beach, CA",110787,,,
October 2021,"Export, Loaded","Long Beach, CA",122214,,,
November 2021,"Export, Loaded","Long Beach, CA",109821,,,
December 2021,"Export, Loaded","Long Beach, CA",113918,,,
January 2022,"Export, Loaded","Long Beach, CA",123060,,,
February 2022,"Export, Loaded","Long Beach, CA",117935,,,
March 2022,"Export, Loaded","Long Beach, CA",114185,,,
April 2022,"Export, Loaded","Long Beach, CA",121876,,,
May 2022,"Export, Loaded","Long Beach, CA",118234,,,
June 2022,"Export, Loaded","Long Beach, CA",115303,,,
July 2022,"Export, Loaded","Long Beach, CA",109411,,,
August 2022,"Export, Loaded","Long Beach, CA",121408,,,
September 2022,"Export, Loaded","Long Beach, CA",112940,,,
October 2022,"Export, Loaded","Long Beach, CA",119761,,,
November 2022,"Export, Loaded","Long Beach, CA",124988,,,
December 2022,"Export, Loaded","Long Beach, CA",115782,,,
January 2023,"Export, Loaded","Long Beach, CA",105623,,,
February 2023,"Export, Loaded","Long Beach, CA",110919,,,
March 2023,"Export, Loaded","Long Beach, CA",133512,,,
April 2023,"Export, Loaded","Long Beach, CA",122663,,,
May 2023,"Export, Loaded","Long Beach, CA",127870,,,
June 2023,"Export, Loaded","Long Beach, CA",94508,,,
July 2023,"Export, Loaded","Long Beach, CA",90134,,,
August 2023,"Export, Loaded","Long Beach, CA",93402,,,
September 2023,"Export, Loaded","Long Beach, CA",101248,,,
October 2023,"Export, Loaded","Long Beach, CA",90073,,,
November 2023,"Export, Loaded","Long Beach, CA",108798,,,
December 2023,"Export, Loaded","Long Beach, CA",103688,,,
January 2024,"Export, Loaded","Long Beach, CA",86525,,,
February 2024,"Export, Loaded","Long Beach, CA",87474,,,
March 2024,"Export, Loaded","Long Beach, CA",105099,,,
April 2024,"Export, Loaded","Long Beach, CA",98266,,,
May 2024,"Export, Loaded","Long Beach, CA",98300,,,
June 2024,"Export, Loaded","Long Beach, CA",98300,,,
July 2024,"Export, Loaded","Long Beach, CA",104834,,,
August 2024,"Export, Loaded","Long Beach, CA",104646,,,
September 2024,"Export, Loaded","Long Beach, CA",88289,,,
October 2024,"Export, Loaded","Long Beach, CA",112845,,,
November 2024,"Export, Loaded","Long Beach, CA",119083,,,
December 2024,"Export, Loaded","Long Beach, CA",100792,,,
